Booking_ID,booking_status
INN26369,0.0
INN04593,1.0
INN16852,0.0
INN00442,1.0
INN03834,1.0
INN20398,0.0
INN12628,0.0
INN04281,1.0
INN23548,1.0
INN25232,1.0
INN05344,1.0
INN10300,1.0
INN21157,1.0
INN23840,1.0
INN33102,1.0
INN28335,0.0
INN02301,1.0
INN31863,1.0
INN12571,1.0
INN06731,0.0
INN34378,1.0
INN32274,1.0
INN09524,0.0
INN27728,0.0
INN01340,0.0
INN07295,1.0
INN12485,1.0
INN15760,0.0
INN35841,0.0
INN19904,0.0
INN27108,1.0
INN26519,0.0
INN07071,1.0
INN12987,0.0
INN13296,1.0
INN28714,1.0
INN14914,1.0
INN09073,1.0
INN28036,0.0
INN28669,1.0
INN12494,0.0
INN14561,1.0
INN01641,0.0
INN21308,0.0
INN21295,1.0
INN25266,0.0
INN29481,1.0
INN06187,0.0
INN17897,1.0
INN31426,1.0
INN17252,0.0
INN28053,0.0
INN03943,1.0
INN23982,1.0
INN28710,1.0
INN25372,1.0
INN27257,0.0
INN06552,1.0
INN12139,1.0
INN10792,1.0
INN24388,1.0
INN32241,1.0
INN11029,1.0
INN29791,0.0
INN14582,0.0
INN18340,0.0
INN00197,0.0
INN07881,1.0
INN11544,1.0
INN27635,1.0
INN07948,1.0
INN24136,1.0
INN19906,1.0
INN17955,1.0
INN00734,1.0
INN21500,1.0
INN29263,0.0
INN08291,1.0
INN24626,1.0
INN16695,0.0
INN27740,0.0
INN32461,0.0
INN23606,1.0
INN07290,0.0
INN04286,0.0
INN27542,0.0
INN07337,0.0
INN09996,0.0
INN16342,1.0
INN00625,0.0
INN12537,1.0
INN35355,1.0
INN25977,1.0
INN30578,0.0
INN17368,1.0
INN11431,1.0
INN33249,1.0
INN19100,0.0
INN01595,0.0
INN10277,0.0
INN24900,0.0
INN29299,1.0
INN21748,1.0
INN19761,0.0
INN21139,1.0
INN06593,0.0
INN22086,0.0
INN23023,1.0
INN25660,1.0
INN28824,1.0
INN25022,1.0
INN21787,1.0
INN34357,1.0
INN02072,1.0
INN06761,1.0
INN00458,1.0
INN27552,1.0
INN06586,0.0
INN32235,0.0
INN10422,1.0
INN17978,1.0
INN18635,1.0
INN34148,0.0
INN24962,1.0
INN21429,1.0
INN07304,1.0
INN09739,1.0
INN05347,1.0
INN32015,0.0
INN34147,0.0
INN15045,0.0
INN10658,1.0
INN13053,1.0
INN24062,0.0
INN35881,0.0
INN25132,1.0
INN35132,1.0
INN26847,0.0
INN05479,0.0
INN24964,0.0
INN17412,0.0
INN20966,1.0
INN32721,1.0
INN30437,0.0
INN08500,1.0
INN16398,1.0
INN32901,1.0
INN32622,1.0
INN14454,0.0
INN01682,1.0
INN12981,0.0
INN10344,0.0
INN25320,1.0
INN04238,1.0
INN23944,1.0
INN16766,0.0
INN26301,0.0
INN12779,0.0
INN23193,0.0
INN30795,1.0
INN32268,1.0
INN04420,0.0
INN04557,1.0
INN13489,1.0
INN00567,1.0
INN21915,1.0
INN25295,0.0
INN19136,1.0
INN02753,1.0
INN02961,1.0
INN32950,0.0
INN10922,1.0
INN20202,1.0
INN33076,1.0
INN30820,0.0
INN22074,0.0
INN28659,0.0
INN01449,1.0
INN09762,1.0
INN18042,0.0
INN22221,1.0
INN18796,0.0
INN28169,0.0
INN32251,0.0
INN08280,0.0
INN26323,1.0
INN08484,1.0
INN02677,0.0
INN01378,1.0
INN19127,0.0
INN34194,0.0
INN31245,1.0
INN24117,1.0
INN11129,0.0
INN02300,1.0
INN08846,1.0
INN10429,1.0
INN23308,1.0
INN28992,1.0
INN14325,0.0
INN17380,0.0
INN34126,0.0
INN26977,0.0
INN23406,1.0
INN25152,1.0
INN29205,1.0
INN12089,0.0
INN23718,0.0
INN05173,1.0
INN18036,1.0
INN26667,1.0
INN06003,0.0
INN20796,1.0
INN05019,0.0
INN29941,1.0
INN15571,0.0
INN01180,0.0
INN32242,1.0
INN13034,1.0
INN24803,1.0
INN32019,1.0
INN18329,0.0
INN14284,1.0
INN23883,1.0
INN25643,1.0
INN30099,0.0
INN28682,0.0
INN07946,1.0
INN12427,1.0
INN21061,1.0
INN09677,0.0
INN04878,1.0
INN18915,0.0
INN34648,1.0
INN25201,1.0
INN17692,0.0
INN18594,1.0
INN30991,0.0
INN12239,0.0
INN19059,0.0
INN25491,0.0
INN18847,0.0
INN08355,0.0
INN33390,1.0
INN33807,0.0
INN28570,0.0
INN14778,1.0
INN08311,1.0
INN21158,1.0
INN19712,0.0
INN28463,1.0
INN33479,1.0
INN17929,1.0
INN24410,1.0
INN19111,0.0
INN10926,1.0
INN12288,0.0
INN06109,0.0
INN18271,0.0
INN25885,1.0
INN00759,1.0
INN18839,1.0
INN03567,0.0
INN34165,1.0
INN06984,1.0
INN05361,1.0
INN07205,1.0
INN04411,1.0
INN16621,0.0
INN12784,0.0
INN35911,1.0
INN19388,0.0
INN31232,0.0
INN05860,1.0
INN34577,1.0
INN30864,1.0
INN19853,1.0
INN05922,1.0
INN09518,1.0
INN14387,0.0
INN18528,1.0
INN22863,1.0
INN31816,0.0
INN02276,0.0
INN15506,1.0
INN34694,1.0
INN07325,1.0
INN14448,0.0
INN21753,1.0
INN07025,1.0
INN26180,0.0
INN28084,1.0
INN10804,0.0
INN27432,1.0
INN04845,1.0
INN36022,0.0
INN33600,1.0
INN27336,0.0
INN03221,1.0
INN05328,0.0
INN30192,0.0
INN30228,0.0
INN34071,1.0
INN32859,1.0
INN04950,1.0
INN10036,1.0
INN16636,1.0
INN13757,1.0
INN22308,1.0
INN28384,1.0
INN20121,0.0
INN20258,0.0
INN21654,0.0
INN18869,0.0
INN36234,0.0
INN16070,1.0
INN22730,1.0
INN10477,1.0
INN03987,1.0
INN30774,1.0
INN11301,0.0
INN14041,1.0
INN15392,0.0
INN28241,1.0
INN19081,1.0
INN09415,1.0
INN14814,1.0
INN13036,1.0
INN19443,0.0
INN08134,1.0
INN26547,0.0
INN24069,0.0
INN34086,1.0
INN28584,1.0
INN14093,0.0
INN29594,0.0
INN19107,0.0
INN11866,1.0
INN35232,1.0
INN21259,0.0
INN33072,1.0
INN15253,0.0
INN35055,0.0
INN08384,0.0
INN23294,1.0
INN33015,1.0
INN07307,1.0
INN20586,1.0
INN36223,1.0
INN32909,1.0
INN14422,1.0
INN11800,1.0
INN04520,0.0
INN03039,0.0
INN24994,1.0
INN31397,1.0
INN34324,1.0
INN30098,1.0
INN21525,0.0
INN20557,1.0
INN34433,1.0
INN34445,1.0
INN08618,0.0
INN13439,1.0
INN11744,1.0
INN30108,0.0
INN22164,1.0
INN22904,1.0
INN19985,0.0
INN13518,0.0
INN22950,0.0
INN05882,0.0
INN06150,0.0
INN24762,0.0
INN14453,0.0
INN27466,1.0
INN09622,1.0
INN17114,0.0
INN08825,0.0
INN23540,1.0
INN08055,0.0
INN31756,0.0
INN32343,0.0
INN03932,1.0
INN04606,1.0
INN15579,0.0
INN07644,1.0
INN23602,1.0
INN26022,0.0
INN14635,1.0
INN16304,1.0
INN20916,0.0
INN19747,0.0
INN29647,0.0
INN11216,1.0
INN12656,1.0
INN20116,0.0
INN09993,1.0
INN13856,1.0
INN27661,0.0
INN31120,1.0
INN33345,1.0
INN22473,1.0
INN29183,1.0
INN04203,1.0
INN16622,0.0
INN07970,0.0
INN07918,1.0
INN23232,1.0
INN12435,1.0
INN25108,1.0
INN17432,1.0
INN28919,0.0
INN12262,1.0
INN31069,1.0
INN22797,1.0
INN35050,1.0
INN30690,1.0
INN14603,0.0
INN30204,0.0
INN23843,0.0
INN03489,1.0
INN25854,1.0
INN12316,1.0
INN02438,1.0
INN12300,1.0
INN02136,0.0
INN25513,1.0
INN09713,1.0
INN14144,1.0
INN26700,0.0
INN33907,0.0
INN13603,1.0
INN08529,1.0
INN03253,1.0
INN05810,1.0
INN02639,0.0
INN18443,1.0
INN09791,0.0
INN13376,0.0
INN32827,1.0
INN08780,1.0
INN00978,0.0
INN30689,1.0
INN34315,1.0
INN31388,1.0
INN20710,0.0
INN26955,1.0
INN34023,1.0
INN31097,1.0
INN35515,1.0
INN18308,1.0
INN11428,0.0
INN01241,0.0
INN17203,0.0
INN26041,0.0
INN09296,0.0
INN05698,0.0
INN31734,1.0
INN24264,0.0
INN21739,0.0
INN26434,1.0
INN32225,0.0
INN00703,0.0
INN04521,1.0
INN27938,1.0
INN35418,1.0
INN28071,0.0
INN24037,1.0
INN15742,1.0
INN17962,0.0
INN15365,1.0
INN34674,0.0
INN09354,0.0
INN12620,1.0
INN11750,0.0
INN35346,1.0
INN24906,0.0
INN22790,1.0
INN15989,1.0
INN27138,0.0
INN32238,1.0
INN25872,0.0
INN31786,0.0
INN24795,1.0
INN08903,1.0
INN23374,1.0
INN19810,0.0
INN00378,0.0
INN10332,1.0
INN01299,1.0
INN26384,1.0
INN22975,1.0
INN19211,1.0
INN27582,0.0
INN12310,0.0
INN28365,0.0
INN08501,0.0
INN04519,1.0
INN30224,0.0
INN34810,1.0
INN14698,0.0
INN17497,0.0
INN11516,1.0
INN19754,1.0
INN01035,0.0
INN10881,1.0
INN31963,1.0
INN05346,0.0
INN12291,1.0
INN17965,1.0
INN18307,1.0
INN02002,1.0
INN15326,1.0
INN36054,0.0
INN33578,1.0
INN31933,0.0
INN27984,1.0
INN12832,1.0
INN10854,0.0
INN29616,1.0
INN30086,1.0
INN18452,0.0
INN30924,0.0
INN03900,1.0
INN09452,1.0
INN01166,1.0
INN00345,1.0
INN09505,1.0
INN05677,0.0
INN03209,0.0
INN18408,0.0
INN25555,0.0
INN30851,1.0
INN00140,1.0
INN15985,0.0
INN24928,1.0
INN33083,0.0
INN30592,1.0
INN30928,1.0
INN04215,0.0
INN14403,1.0
INN12519,0.0
INN11558,1.0
INN08603,1.0
INN26960,0.0
INN31506,1.0
INN31849,1.0
INN10008,0.0
INN20647,1.0
INN06112,0.0
INN33684,1.0
INN34466,0.0
INN03646,1.0
INN05467,0.0
INN05253,1.0
INN03674,1.0
INN02230,1.0
INN28912,1.0
INN25051,0.0
INN19592,0.0
INN01283,1.0
INN32258,1.0
INN18499,0.0
INN01591,0.0
INN18054,1.0
INN01795,1.0
INN10329,0.0
INN02875,1.0
INN05654,0.0
INN21522,0.0
INN21473,0.0
INN29998,0.0
INN22120,0.0
INN07639,1.0
INN10128,1.0
INN07192,0.0
INN25446,0.0
INN21904,1.0
INN12565,1.0
INN33042,1.0
INN28692,1.0
INN01847,0.0
INN04021,1.0
INN18655,1.0
INN18894,1.0
INN31293,0.0
INN02443,0.0
INN11512,1.0
INN29728,0.0
INN25791,1.0
INN18357,1.0
INN15539,0.0
INN04385,1.0
INN01737,1.0
INN28238,0.0
INN00120,0.0
INN25913,0.0
INN23073,0.0
INN33392,0.0
INN05200,0.0
INN16065,0.0
INN11905,1.0
INN19079,1.0
INN29641,1.0
INN06482,1.0
INN24087,1.0
INN22052,0.0
INN02118,1.0
INN20593,1.0
INN09566,0.0
INN33811,1.0
INN32025,1.0
INN01198,0.0
INN06282,1.0
INN01669,0.0
INN35477,0.0
INN16316,1.0
INN11998,0.0
INN00518,0.0
INN18955,0.0
INN29370,0.0
INN30510,1.0
INN28892,0.0
INN28422,1.0
INN06886,0.0
INN31478,0.0
INN04507,0.0
INN28884,0.0
INN01073,1.0
INN28628,0.0
INN05716,1.0
INN01276,0.0
INN09559,1.0
INN02296,0.0
INN03602,1.0
INN13063,0.0
INN08041,0.0
INN05551,1.0
INN04825,1.0
INN02745,0.0
INN30083,1.0
INN10789,1.0
INN25968,0.0
INN29437,0.0
INN09271,1.0
INN01931,1.0
INN13611,0.0
INN20221,0.0
INN30009,1.0
INN02526,1.0
INN29142,1.0
INN00641,1.0
INN27405,1.0
INN35990,0.0
INN05842,0.0
INN04347,1.0
INN05684,1.0
INN30541,1.0
INN26277,1.0
INN26982,1.0
INN25581,1.0
INN18247,1.0
INN02625,1.0
INN09986,0.0
INN27215,1.0
INN29584,1.0
INN12948,1.0
INN20022,0.0
INN02159,0.0
INN19291,0.0
INN33179,0.0
INN22026,1.0
INN10507,1.0
INN00242,1.0
INN28114,0.0
INN07498,1.0
INN03266,0.0
INN35066,1.0
INN15772,0.0
INN12408,1.0
INN25020,1.0
INN07302,0.0
INN10138,0.0
INN17202,1.0
INN04738,1.0
INN05712,1.0
INN26518,1.0
INN06927,1.0
INN32642,1.0
INN15177,1.0
INN23355,1.0
INN21580,1.0
INN10371,1.0
INN29276,1.0
INN21716,1.0
INN05357,0.0
INN35131,1.0
INN08762,1.0
INN35806,0.0
INN30402,1.0
INN16056,1.0
INN08427,1.0
INN24824,0.0
INN35245,1.0
INN01001,1.0
INN34187,0.0
INN14193,0.0
INN06216,1.0
INN16613,0.0
INN15519,0.0
INN05355,1.0
INN07865,0.0
INN15138,0.0
INN07031,0.0
INN10039,1.0
INN12734,0.0
INN23281,0.0
INN14223,1.0
INN04230,0.0
INN21010,1.0
INN28818,1.0
INN05713,0.0
INN17391,1.0
INN13593,0.0
INN20576,1.0
INN30053,0.0
INN33273,0.0
INN02532,1.0
INN02762,0.0
INN06716,0.0
INN13197,1.0
INN05755,1.0
INN17828,0.0
INN20741,0.0
INN19877,0.0
INN27164,1.0
INN02096,1.0
INN14984,1.0
INN03050,1.0
INN17118,1.0
INN00953,0.0
INN05825,0.0
INN29304,1.0
INN09932,0.0
INN29461,1.0
INN01663,0.0
INN07029,1.0
INN18552,1.0
INN18218,1.0
INN07719,1.0
INN20276,1.0
INN21284,1.0
INN31518,0.0
INN18930,1.0
INN09441,1.0
INN32312,1.0
INN20041,1.0
INN09147,0.0
INN12864,1.0
INN05658,0.0
INN29544,1.0
INN34586,0.0
INN28755,0.0
INN34351,0.0
INN10753,0.0
INN32320,0.0
INN16031,0.0
INN23533,0.0
INN18436,1.0
INN11748,1.0
INN20571,1.0
INN27896,0.0
INN34188,0.0
INN07894,1.0
INN29385,1.0
INN01521,0.0
INN20732,1.0
INN01244,0.0
INN25379,0.0
INN01556,1.0
INN33891,0.0
INN07034,1.0
INN11659,1.0
INN29759,1.0
INN23813,0.0
INN26495,1.0
INN09933,1.0
INN01890,1.0
INN01115,0.0
INN18537,0.0
INN03930,0.0
INN34495,1.0
INN24891,1.0
INN19047,0.0
INN11793,1.0
INN08858,0.0
INN02449,0.0
INN22545,1.0
INN01872,0.0
INN18539,1.0
INN24026,1.0
INN18290,1.0
INN12610,1.0
INN04651,1.0
INN14153,1.0
INN21721,1.0
INN08212,0.0
INN13170,0.0
INN08477,0.0
INN17116,1.0
INN24240,1.0
INN21255,0.0
INN33433,1.0
INN34076,0.0
INN09364,0.0
INN15349,0.0
INN10728,1.0
INN16356,1.0
INN08102,0.0
INN08226,0.0
INN34132,1.0
INN10981,1.0
INN28034,1.0
INN05988,0.0
INN28594,0.0
INN13538,0.0
INN17266,1.0
INN09539,1.0
INN22872,1.0
INN20123,0.0
INN28069,0.0
INN02579,1.0
INN33231,0.0
INN11859,0.0
INN34506,0.0
INN24319,1.0
INN16510,1.0
INN24186,1.0
INN08271,1.0
INN06804,0.0
INN21874,1.0
INN19982,0.0
INN05639,0.0
INN09329,0.0
INN08046,0.0
INN16000,0.0
INN35415,1.0
INN30150,1.0
INN19351,1.0
INN15342,1.0
INN24331,1.0
INN05976,0.0
INN17763,1.0
INN14665,1.0
INN09709,1.0
INN12039,1.0
INN23876,1.0
INN27822,1.0
INN00992,1.0
INN33222,1.0
INN26223,1.0
INN22412,0.0
INN02313,1.0
INN20799,0.0
INN18925,1.0
INN31347,1.0
INN25563,1.0
INN29217,1.0
INN34038,0.0
INN07101,0.0
INN33463,1.0
INN15921,1.0
INN00500,1.0
INN18838,1.0
INN28572,0.0
INN06621,1.0
INN36015,0.0
INN01306,1.0
INN01348,0.0
INN27880,1.0
INN01982,1.0
INN10666,1.0
INN12370,0.0
INN30885,0.0
INN30959,0.0
INN05947,0.0
INN12348,0.0
INN35171,0.0
INN10315,1.0
INN26395,1.0
INN05220,1.0
INN25299,1.0
INN02908,1.0
INN09961,1.0
INN26981,0.0
INN12102,0.0
INN32447,0.0
INN31352,1.0
INN21007,1.0
INN09780,1.0
INN05549,0.0
INN15084,0.0
INN08414,1.0
INN09382,0.0
INN32781,0.0
INN17545,0.0
INN24296,0.0
INN21785,1.0
INN13200,1.0
INN07432,0.0
INN11489,0.0
INN23194,1.0
INN36240,1.0
INN07781,0.0
INN31694,1.0
INN16214,1.0
INN34143,0.0
INN06351,1.0
INN30211,0.0
INN09929,0.0
INN26671,0.0
INN01992,0.0
INN28709,1.0
INN01030,1.0
INN06272,1.0
INN20808,0.0
INN36085,1.0
INN19298,0.0
INN12061,0.0
INN35004,1.0
INN08919,1.0
INN06970,1.0
INN11189,1.0
INN35335,1.0
INN26305,0.0
INN34206,0.0
INN16719,1.0
INN15335,1.0
INN05372,1.0
INN34766,1.0
INN16542,1.0
INN06605,1.0
INN13083,0.0
INN19535,1.0
INN06437,1.0
INN21957,1.0
INN06663,0.0
INN34039,1.0
INN20489,0.0
INN02009,0.0
INN22248,0.0
INN05876,1.0
INN29365,0.0
INN19025,1.0
INN27828,0.0
INN29350,1.0
INN29367,0.0
INN23884,0.0
INN08136,1.0
INN07752,0.0
INN04706,1.0
INN01093,0.0
INN10355,1.0
INN02169,1.0
INN30126,0.0
INN01034,1.0
INN01857,1.0
INN03190,1.0
INN30591,1.0
INN10399,1.0
INN32727,1.0
INN33808,0.0
INN31211,1.0
INN15493,1.0
INN20651,0.0
INN01079,1.0
INN33152,0.0
INN35024,0.0
INN22547,1.0
INN01184,1.0
INN04751,0.0
INN33058,0.0
INN01789,0.0
INN33585,1.0
INN35327,1.0
INN22098,0.0
INN28996,1.0
INN23671,1.0
INN16753,0.0
INN07482,1.0
INN30114,1.0
INN23920,1.0
INN29829,1.0
INN02287,1.0
INN07138,1.0
INN23339,0.0
INN34355,0.0
INN21291,0.0
INN12363,0.0
INN28485,0.0
INN21457,0.0
INN11755,0.0
INN21900,1.0
INN32031,1.0
INN15889,1.0
INN20402,0.0
INN34015,0.0
INN06747,1.0
INN29105,1.0
INN28574,1.0
INN15751,1.0
INN02139,1.0
INN02120,0.0
INN26115,1.0
INN23748,0.0
INN35402,1.0
INN04776,1.0
INN33504,1.0
INN27864,1.0
INN20530,0.0
INN00517,1.0
INN13327,0.0
INN26485,0.0
INN24885,0.0
INN35044,0.0
INN06493,1.0
INN11579,1.0
INN26336,0.0
INN28099,0.0
INN18587,1.0
INN25088,0.0
INN06905,1.0
INN17517,1.0
INN31323,1.0
INN32538,1.0
INN04218,1.0
INN24368,0.0
INN23264,1.0
INN25512,0.0
INN17419,0.0
INN07091,1.0
INN07232,1.0
INN34381,1.0
INN00448,0.0
INN19432,1.0
INN22475,1.0
INN16208,1.0
INN02636,0.0
INN05149,1.0
INN07723,1.0
INN28214,0.0
INN04323,0.0
INN27783,1.0
INN32316,0.0
INN23618,1.0
INN07593,1.0
INN22984,1.0
INN18875,1.0
INN31403,1.0
INN16696,0.0
INN14982,1.0
INN06527,0.0
INN29261,1.0
INN14425,1.0
INN02345,1.0
INN33638,1.0
INN29928,0.0
INN07041,0.0
INN23453,1.0
INN01119,1.0
INN32433,0.0
INN03338,1.0
INN10055,1.0
INN22245,0.0
INN23587,1.0
INN29006,1.0
INN13264,1.0
INN13884,1.0
INN32386,1.0
INN00656,0.0
INN21914,0.0
INN23614,1.0
INN12733,0.0
INN01398,0.0
INN19430,1.0
INN20874,1.0
INN35341,0.0
INN35251,1.0
INN06040,1.0
INN01397,0.0
INN18818,1.0
INN05046,1.0
INN04673,1.0
INN32695,1.0
INN11719,0.0
INN24142,0.0
INN01697,0.0
INN02347,1.0
INN30286,1.0
INN33051,0.0
INN16711,1.0
INN18526,0.0
INN09592,0.0
INN15209,1.0
INN08024,1.0
INN21368,1.0
INN17180,1.0
INN34488,0.0
INN24765,1.0
INN07331,0.0
INN13507,0.0
INN25875,0.0
INN22711,1.0
INN17664,1.0
INN23501,1.0
INN25294,1.0
INN05428,0.0
INN00597,1.0
INN12568,0.0
INN17355,1.0
INN11016,0.0
INN34895,0.0
INN03389,1.0
INN13963,0.0
INN25500,0.0
INN17844,1.0
INN14092,0.0
INN03848,0.0
INN15136,0.0
INN03508,0.0
INN15869,0.0
INN35036,1.0
INN13064,0.0
INN14494,1.0
INN25078,0.0
INN10409,1.0
INN13711,1.0
INN11045,0.0
INN02684,1.0
INN25799,0.0
INN09560,1.0
INN29615,0.0
INN30057,1.0
INN31348,0.0
INN18858,0.0
INN22941,1.0
INN01816,1.0
INN36121,1.0
INN04985,0.0
INN33485,1.0
INN34916,1.0
INN14170,0.0
INN08088,1.0
INN26193,1.0
INN26465,1.0
INN01906,1.0
INN06312,1.0
INN32013,1.0
INN15118,1.0
INN05599,0.0
INN12972,0.0
INN15114,0.0
INN33452,0.0
INN14100,0.0
INN04635,1.0
INN21454,0.0
INN27367,0.0
INN19428,0.0
INN34843,1.0
INN28923,1.0
INN10430,0.0
INN29527,1.0
INN08443,0.0
INN12891,0.0
INN23470,0.0
INN15076,1.0
INN16267,1.0
INN12036,1.0
INN35967,1.0
INN19633,1.0
INN02859,0.0
INN10338,1.0
INN01413,0.0
INN25050,1.0
INN33668,1.0
INN01324,0.0
INN12884,1.0
INN00093,1.0
INN27477,0.0
INN24430,0.0
INN31930,1.0
INN03836,1.0
INN06362,0.0
INN06001,1.0
INN26980,1.0
INN14912,1.0
INN07439,1.0
INN05815,0.0
INN10343,1.0
INN34129,0.0
INN03886,0.0
INN16484,1.0
INN06037,0.0
INN19787,0.0
INN17042,1.0
INN25887,1.0
INN18248,0.0
INN18198,0.0
INN07210,0.0
INN08887,1.0
INN23701,1.0
INN28176,1.0
INN13505,1.0
INN26595,0.0
INN31346,1.0
INN01424,1.0
INN07134,1.0
INN05101,0.0
INN06952,0.0
INN19527,0.0
INN30421,1.0
INN09499,1.0
INN36074,1.0
INN04158,1.0
INN13550,1.0
INN32638,1.0
INN07572,1.0
INN01110,0.0
INN08404,1.0
INN31492,0.0
INN33372,0.0
INN15557,1.0
INN10697,1.0
INN00964,1.0
INN33493,0.0
INN21610,1.0
INN32765,0.0
INN07475,1.0
INN02975,1.0
INN26111,1.0
INN17748,0.0
INN16170,0.0
INN10864,0.0
INN08766,1.0
INN27010,1.0
INN02852,0.0
INN12423,1.0
INN17080,1.0
INN04524,1.0
INN01248,1.0
INN34853,1.0
INN07746,0.0
INN16467,0.0
INN21833,1.0
INN02732,0.0
INN25493,0.0
INN16615,1.0
INN19968,0.0
INN13417,1.0
INN23149,0.0
INN29822,1.0
INN16740,0.0
INN20778,1.0
INN36245,1.0
INN11193,0.0
INN21891,1.0
INN21971,1.0
INN04956,0.0
INN36224,1.0
INN20442,1.0
INN17260,1.0
INN10837,0.0
INN30776,1.0
INN09767,1.0
INN13195,0.0
INN23745,1.0
INN08023,1.0
INN21993,1.0
INN15244,1.0
INN12312,1.0
INN25083,0.0
INN24005,1.0
INN18046,1.0
INN06047,1.0
INN20832,1.0
INN03698,1.0
INN20780,0.0
INN34626,1.0
INN20087,1.0
INN29714,1.0
INN30659,0.0
INN30717,0.0
INN31888,1.0
INN35786,1.0
INN10743,1.0
INN08571,0.0
INN12952,0.0
INN06825,0.0
INN12629,0.0
INN26268,1.0
INN14760,1.0
INN35751,1.0
INN19278,1.0
INN07516,1.0
INN00757,1.0
INN08194,0.0
INN32670,1.0
INN35897,1.0
INN14332,0.0
INN21455,1.0
INN02589,1.0
INN25367,0.0
INN07769,1.0
INN30326,0.0
INN27586,1.0
INN10446,1.0
INN16516,1.0
INN18191,0.0
INN29199,1.0
INN22047,1.0
INN23128,1.0
INN01802,1.0
INN14355,0.0
INN10785,1.0
INN15074,1.0
INN20541,0.0
INN11147,1.0
INN24807,1.0
INN17055,1.0
INN12023,1.0
INN21888,1.0
INN34234,1.0
INN16089,0.0
INN00828,1.0
INN13934,0.0
INN15393,1.0
INN33462,1.0
INN05079,0.0
INN03807,1.0
INN19898,0.0
INN26813,1.0
INN29182,1.0
INN24480,1.0
INN30612,1.0
INN11667,1.0
INN33320,1.0
INN34264,0.0
INN33889,0.0
INN10546,0.0
INN07654,1.0
INN18883,1.0
INN05870,1.0
INN01132,0.0
INN21242,0.0
INN01960,0.0
INN10092,0.0
INN07268,0.0
INN24302,1.0
INN04757,0.0
INN19021,1.0
INN24997,1.0
INN00743,1.0
INN06238,0.0
INN28260,1.0
INN09654,1.0
INN35597,0.0
INN11966,0.0
INN00513,0.0
INN08284,1.0
INN23974,0.0
INN13989,1.0
INN34728,1.0
INN18033,0.0
INN09129,1.0
INN13837,1.0
INN00594,1.0
INN31365,1.0
INN00874,1.0
INN31953,1.0
INN18456,1.0
INN00335,0.0
INN07021,0.0
INN19994,0.0
INN08604,1.0
INN23894,1.0
INN09094,1.0
INN13531,0.0
INN28508,0.0
INN30588,0.0
INN20929,1.0
INN03661,0.0
INN17704,1.0
INN18050,1.0
INN14376,1.0
INN04029,1.0
INN12185,1.0
INN28062,0.0
INN12415,0.0
INN26364,1.0
INN30923,0.0
INN06428,0.0
INN13763,0.0
INN23488,1.0
INN14757,1.0
INN03819,0.0
INN28111,0.0
INN29885,0.0
INN05395,0.0
INN13402,1.0
INN00131,1.0
INN21867,1.0
INN26517,1.0
INN06759,1.0
INN04851,1.0
INN10481,1.0
INN10167,1.0
INN07933,1.0
INN31862,0.0
INN36044,1.0
INN02727,0.0
INN30831,0.0
INN33488,0.0
INN13138,0.0
INN34601,1.0
INN29551,0.0
INN35713,1.0
INN08293,1.0
INN25178,0.0
INN02835,0.0
INN34662,1.0
INN10902,0.0
INN34919,0.0
INN19416,1.0
INN27093,0.0
INN01514,1.0
INN07653,1.0
INN12152,0.0
INN03069,0.0
INN02950,0.0
INN27323,1.0
INN12441,0.0
INN29170,0.0
INN16486,1.0
INN11100,0.0
INN17019,1.0
INN06317,1.0
INN16105,1.0
INN17405,1.0
INN01604,0.0
INN14278,1.0
INN26910,1.0
INN03636,1.0
INN24101,1.0
INN34865,1.0
INN01792,0.0
INN04464,1.0
INN28262,1.0
INN34891,0.0
INN13809,0.0
INN30149,0.0
INN09682,0.0
INN01332,0.0
INN11154,0.0
INN16343,0.0
INN17363,1.0
INN31948,0.0
INN15918,1.0
INN21416,1.0
INN32939,1.0
INN34240,1.0
INN28529,1.0
INN06995,1.0
INN06479,1.0
INN19218,0.0
INN31444,1.0
INN12593,1.0
INN20365,0.0
INN31180,1.0
INN22327,1.0
INN32640,0.0
INN20960,1.0
INN09236,1.0
INN11327,1.0
INN25105,1.0
INN21953,0.0
INN00683,0.0
INN27471,1.0
INN30956,1.0
INN34084,0.0
INN29286,0.0
INN14418,0.0
INN05289,1.0
INN29234,1.0
INN17942,0.0
INN25063,1.0
INN24756,0.0
INN24258,0.0
INN18656,0.0
INN30914,0.0
INN05086,0.0
INN07603,1.0
INN23002,1.0
INN12112,1.0
INN10398,1.0
INN27529,0.0
INN15240,1.0
INN30284,1.0
INN34060,0.0
INN06529,0.0
INN33818,1.0
INN21108,1.0
INN29892,1.0
INN30734,0.0
INN33264,0.0
INN32507,0.0
INN19723,0.0
INN15323,1.0
INN07756,1.0
INN14157,1.0
INN18787,1.0
INN01764,1.0
INN11977,0.0
INN27399,1.0
INN23886,1.0
INN06157,0.0
INN24632,1.0
INN35998,0.0
INN32534,1.0
INN02183,1.0
INN10334,1.0
INN21135,0.0
INN13765,1.0
INN10411,0.0
INN29571,1.0
INN08561,1.0
INN26034,1.0
INN00867,1.0
INN00480,1.0
INN16873,1.0
INN23321,1.0
INN03103,1.0
INN17017,1.0
INN02311,1.0
INN21460,0.0
INN34758,1.0
INN03594,0.0
INN15025,1.0
INN05537,1.0
INN26691,0.0
INN24970,0.0
INN00777,1.0
INN21612,0.0
INN23415,1.0
